#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 00:10:50       2    118     68      -     97     10      0      0      -      -   3615   1531  11191      2      0 
 00:10:50       3    119     66      -     99      6      0      0      -      -   3615   1531  11191      2      0 
 00:11:20       0    185     71      -     96     15      0      0      -      -   3615   1531  11191      2      0 
 00:11:20       1    189     70      -     97     13      0      0      -      -   3615   1531  11191      2      0 
 00:11:20       2    190     69      -     96     12      0      0      -      -   3615   1531  11191      2      0 
 00:11:20       3    182     66      -     95     13      0      0      -      -   3615   1531  11191      2      0 
 00:11:50       0    141     71      -     99      8      0      0      -      -   3615   1531  11191      2      0 
 00:11:50       1    154     70      -     98      9      0      0      -      -   3615   1531  11191      2      0 
 00:11:50       2    166     69      -     98      6      0      0      -      -   3615   1531  11191      2      0 
 00:11:50       3    164     65      -    100      6      0      0      -      -   3615   1531  11191      2      0 
 00:12:20       0     70     71      -     67      5      0      0      -      -   3615   1531  11191      2      0 
 00:12:20       1     72     69      -    100      6      0      0      -      -   3615   1531  11191      2      0 
 00:12:20       2     75     68      -     83      5      0      0      -      -   3615   1531  11191      2      0 
 00:12:20       3     68     65      -    100      5      0      0      -      -   3615   1531  11191      2      0 
 00:12:50       0     14     62      -      0      0      0      0      -      -    405    544      0      2      0 
 00:12:50       1     14     62      -      0      0      0      0      -      -    405    544      0      2      0 
 00:12:50       2     15     61      -      0      0      0      0      -      -    405    544      0      2      0 
 00:12:50       3     14     56      -      0      0      0      0      -      -    405    544      0      2      0 
 00:13:20       0    109     63      -     83     19      0      0      -      -   3615   1531  10417      2      0 
 00:13:20       1    128     61      -     93     21      0      0      -      -   3615   1531  10417      2      0 
 00:13:20       2    115     61      -     79     19      0      0      -      -   3615   1531  10417      2      0 
 00:13:20       3    104     57      -     78     18      0      0      -      -   3615   1531  10417      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 00:13:50       0    127     64      -     94     21      0      0      -      -   3615   1531  10417      2      0 
 00:13:50       1    127     63      -     94     21      0      0      -      -   3615   1531  10417      2      0 
 00:13:50       2    138     62      -     89     21      0      0      -      -   3615   1531  10417      2      0 
 00:13:50       3    118     59      -     90     20      0      0      -      -   3615   1531  10417      2      0 
 00:14:20       0    127     66      -     94     18      0      0      -      -   3615   1531  10417      2      0 
 00:14:20       1    147     65      -     95     19      0      0      -      -   3615   1531  10417      2      0 
 00:14:20       2    129     64      -     91     19      0      0      -      -   3615   1531  10417      2      0 
 00:14:20       3    122     61      -     90     19      0      0      -      -   3615   1531  10417      2      0 
 00:14:50       0    130     67      -     95     18      0      0      -      -   3615   1531  10417      2      0 
 00:14:50       1    134     66      -     94     20      0      0      -      -   3615   1531  10417      2      0 
 00:14:50       2    120     65      -     90     20      0      0      -      -   3615   1531  10417      2      0 
 00:14:50       3    121     62      -     91     18      0      0      -      -   3615   1531  10417      2      0 
 00:15:20       0    121     67      -     83     18      0      0      -      -   3615   1531  10417      2      0 
 00:15:20       1    147     66      -     86     20      0      0      -      -   3615   1531  10417      2      0 
 00:15:20       2    119     65      -     79     19      0      0      -      -   3615   1531  10417      2      0 
 00:15:20       3    123     62      -     79     19      0      0      -      -   3615   1531  10417      2      0 
 00:15:50       0    143     68      -     94     19      0      0      -      -   3615   1531  10417      2      0 
 00:15:50       1    156     67      -     94     21      0      0      -      -   3615   1531  10417      2      0 
 00:15:50       2    147     66      -     90     20      0      0      -      -   3615   1531  10417      2      0 
 00:15:50       3    127     63      -     90     20      0      0      -      -   3615   1531  10417      2      0 
 00:16:20       0    119     69      -     79     16      0      0      -      -   3615   1531  10417      2      0 
 00:16:20       1    126     68      -     95     18      0      0      -      -   3615   1531  10417      2      0 
 00:16:20       2    137     67      -     90     20      0      0      -      -   3615   1531  10417      2      0 
 00:16:20       3    143     64      -     76     17      0      0      -      -   3615   1531  10417      2      0 
 00:16:50       0    128     70      -     95     18      0      0      -      -   3615   1531  10417      2      0 
 00:16:50       1    143     69      -     95     18      0      0      -      -   3615   1531  10417      2      0 
 00:16:50       2    153     68      -     92     17      0      0      -      -   3615   1531  10417      2      0 
 00:16:50       3    160     65      -     90     19      0      0      -      -   3615   1531  10417      2      0 
 00:17:20       0    130     71      -     94     19      0      0      -      -   3615   1531  10417      2      0 
 00:17:20       1    146     70      -     95     18      0      0      -      -   3615   1531  10417      2      0 
 00:17:20       2    155     69      -     92     16      0      0      -      -   3615   1531  10417      2      0 
 00:17:20       3    129     65      -     91     18      0      0      -      -   3615   1531  10417      2      0 
 00:17:50       0    128     72      -     96     15      0      0      -      -   3615   1531  10417      2      0 
 00:17:50       1    134     71      -     96     16      0      0      -      -   3615   1531  10417      2      0 
 00:17:50       2    134     70      -     93     15      0      0      -      -   3615   1531  10417      2      0 
 00:17:50       3    115     66      -     93     14      0      0      -      -   3615   1531  10417      2      0 
 00:18:20       0    139     72      -     73     12      0      0      -      -   3615   1531  10417      2      0 
 00:18:20       1    133     71      -     83     15      0      0      -      -   3615   1531  10417      2      0 
 00:18:20       2    121     70      -     70     13      0      0      -      -   3615   1531  10417      2      0 
 00:18:20       3    127     66      -     86     16      0      0      -      -   3615   1531  10417      2      0 
 00:18:50       0    142     72      -     95     17      0      0      -      -   3615   1531  10417      2      0 
 00:18:50       1    117     71      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:18:50       2    134     70      -     92     17      0      0      -      -   3615   1531  10417      2      0 
 00:18:50       3    139     66      -     94     14      0      0      -      -   3615   1531  10417      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 00:19:20       0    156     72      -     96     15      0      0      -      -   3615   1531  10417      2      0 
 00:19:20       1    142     71      -     95     17      0      0      -      -   3615   1531  10417      2      0 
 00:19:20       2    130     70      -     94     14      0      0      -      -   3615   1531  10417      2      0 
 00:19:20       3    126     66      -     92     17      0      0      -      -   3615   1531  10417      2      0 
 00:19:50       0    138     72      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:19:50       1    129     71      -     69      8      0      0      -      -   3615   1531  10417      2      0 
 00:19:50       2    128     70      -     94     14      0      0      -      -   3615   1531  10417      2      0 
 00:19:50       3    126     66      -     67      9      0      0      -      -   3615   1531  10417      2      0 
 00:20:20       0    152     72      -     96     16      0      0      -      -   3615   1531  10417      2      0 
 00:20:20       1    136     71      -     96     16      0      0      -      -   3615   1531  10417      2      0 
 00:20:20       2    133     70      -     93     16      0      0      -      -   3615   1531  10417      2      0 
 00:20:20       3    129     66      -     93     16      0      0      -      -   3615   1531  10417      2      0 
 00:20:50       0    129     72      -     96     16      0      0      -      -   3615   1531  10417      2      0 
 00:20:50       1    117     71      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:20:50       2    135     70      -     93     16      0      0      -      -   3615   1531  10417      2      0 
 00:20:50       3    141     66      -     94     14      0      0      -      -   3615   1531  10417      2      0 
 00:21:20       0    117     72      -     96     15      0      0      -      -   3615   1531  10417      2      0 
 00:21:20       1    137     70      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:21:20       2    124     70      -     93     15      0      0      -      -   3615   1531  10417      2      0 
 00:21:20       3    121     66      -     93     14      0      0      -      -   3615   1531  10417      2      0 
 00:21:50       0    132     72      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:21:50       1    120     71      -     96     15      0      0      -      -   3615   1531  10417      2      0 
 00:21:50       2    131     70      -     93     15      0      0      -      -   3615   1531  10417      2      0 
 00:21:50       3    137     66      -     94     15      0      0      -      -   3615   1531  10417      2      0 
 00:22:20       0    123     71      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:22:20       1    131     70      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:22:20       2    117     69      -     93     14      0      0      -      -   3615   1531  10417      2      0 
 00:22:20       3    139     66      -     94     15      0      0      -      -   3615   1531  10417      2      0 
 00:22:50       0    179     71      -     97     14      0      0      -      -   3615   1531  10417      2      0 
 00:22:50       1    185     70      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:22:50       2    183     69      -     94     13      0      0      -      -   3615   1531  10417      2      0 
 00:22:50       3    175     66      -     94     14      0      0      -      -   3615   1531  10417      2      0 
 00:23:20       0    178     71      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:23:20       1    183     70      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:23:20       2    183     69      -     93     14      0      0      -      -   3615   1531  10417      2      0 
 00:23:20       3    180     66      -     94     14      0      0      -      -   3615   1531  10417      2      0 
 00:23:50       0    129     72      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:23:50       1    125     70      -     97     13      0      0      -      -   3615   1531  10417      2      0 
 00:23:50       2    133     69      -     95     13      0      0      -      -   3615   1531  10417      2      0 
 00:23:50       3    140     66      -     95     13      0      0      -      -   3615   1531  10417      2      0 
 00:24:20       0    179     71      -     96     14      0      0      -      -   3615   1531  10417      2      0 
 00:24:20       1    185     70      -     97     12      0      0      -      -   3615   1531  10417      2      0 
 00:24:20       2    183     69      -     94     14      0      0      -      -   3615   1531  10417      2      0 
 00:24:20       3    181     66      -     95     12      0      0      -      -   3615   1531  10417      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 00:24:50       0    116     69      -     93     22      0      0      -      -   3615   1531  10423      2      0 
 00:24:50       1    129     68      -     93     22      0      0      -      -   3615   1531  10423      2      0 
 00:24:50       2    119     67      -     89     22      0      0      -      -   3615   1531  10423      2      0 
 00:24:50       3    104     63      -     88     22      0      0      -      -   3615   1531  10423      2      0 
 00:25:20       0    140     67      -     94     20      0      0      -      -   3615   1531  10423      2      0 
 00:25:20       1    129     66      -     94     20      0      0      -      -   3615   1531  10423      2      0 
 00:25:20       2    117     65      -     89     21      0      0      -      -   3615   1531  10423      2      0 
 00:25:20       3    124     62      -     90     21      0      0      -      -   3615   1531  10423      2      0 
 00:25:50       0    103     67      -     94     20      0      0      -      -   3615   1531  10423      2      0 
 00:25:50       1    131     66      -     90     18      0      0      -      -   3615   1531  10423      2      0 
 00:25:50       2    131     65      -     77     17      0      0      -      -   3615   1531  10423      2      0 
 00:25:50       3    113     62      -     90     20      0      0      -      -   3615   1531  10423      2      0 
 00:26:20       0    106     68      -     94     19      0      0      -      -   3615   1531  10423      2      0 
 00:26:20       1    132     67      -     95     18      0      0      -      -   3615   1531  10423      2      0 
 00:26:20       2    133     66      -     91     18      0      0      -      -   3615   1531  10423      2      0 
 00:26:20       3    115     63      -     91     19      0      0      -      -   3615   1531  10423      2      0 
 00:26:50       0    127     68      -     94     19      0      0      -      -   3615   1531  10423      2      0 
 00:26:50       1    136     67      -     95     16      0      0      -      -   3615   1531  10423      2      0 
 00:26:50       2    123     66      -     90     19      0      0      -      -   3615   1531  10423      2      0 
 00:26:50       3    113     63      -     92     17      0      0      -      -   3615   1531  10423      2      0 
 00:27:20       0     70     69      -     95     17      0      0      -      -   3615   1531  10423      2      0 
 00:27:20       1     70     68      -     95     19      0      0      -      -   3615   1531  10423      2      0 
 00:27:20       2     73     67      -     91     18      0      0      -      -   3615   1531  10423      2      0 
 00:27:20       3     68     63      -     91     19      0      0      -      -   3615   1531  10423      2      0 
 00:27:50       0    168     69      -     95     18      0      0      -      -   3615   1531  10423      2      0 
 00:27:50       1    158     68      -     96     16      0      0      -      -   3615   1531  10423      2      0 
 00:27:50       2    136     67      -     92     16      0      0      -      -   3615   1531  10423      2      0 
 00:27:50       3    131     64      -     94     15      0      0      -      -   3615   1531  10423      2      0 
 00:28:20       0    109     70      -     95     18      0      0      -      -   3615   1531  10423      2      0 
 00:28:20       1    125     69      -     95     17      0      0      -      -   3615   1531  10423      2      0 
 00:28:20       2    144     68      -     93     16      0      0      -      -   3615   1531  10423      2      0 
 00:28:20       3    122     64      -     91     18      0      0      -      -   3615   1531  10423      2      0 
 00:28:50       0    123     70      -     96     17      0      0      -      -   3615   1531  10423      2      0 
 00:28:50       1    135     69      -     95     17      0      0      -      -   3615   1531  10423      2      0 
 00:28:50       2    131     68      -     93     16      0      0      -      -   3615   1531  10423      2      0 
 00:28:50       3    110     65      -     92     17      0      0      -      -   3615   1531  10423      2      0 
 00:29:20       0    145     71      -     96     17      0      0      -      -   3615   1531  10423      2      0 
 00:29:20       1    132     70      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:29:20       2    158     69      -     93     14      0      0      -      -   3615   1531  10423      2      0 
 00:29:20       3    138     65      -     92     16      0      0      -      -   3615   1531  10423      2      0 
 00:29:50       0    171     71      -     93     15      0      0      -      -   3615   1531  10423      2      0 
 00:29:50       1    178     70      -     67     11      0      0      -      -   3615   1531  10423      2      0 
 00:29:50       2    178     69      -     81     13      0      0      -      -   3615   1531  10423      2      0 
 00:29:50       3    174     65      -     64     12      0      0      -      -   3615   1531  10423      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 00:30:20       0    123     71      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:30:20       1    126     70      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:30:20       2    114     69      -     94     14      0      0      -      -   3615   1531  10423      2      0 
 00:30:20       3    124     66      -     93     16      0      0      -      -   3615   1531  10423      2      0 
 00:30:50       0    178     71      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:30:50       1    183     70      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:30:50       2    182     70      -     93     15      0      0      -      -   3615   1531  10423      2      0 
 00:30:50       3    179     66      -     93     15      0      0      -      -   3615   1531  10423      2      0 
 00:31:20       0    131     72      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:31:20       1    119     71      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:31:20       2    116     70      -     93     14      0      0      -      -   3615   1531  10423      2      0 
 00:31:20       3    138     66      -     93     14      0      0      -      -   3615   1531  10423      2      0 
 00:31:50       0    178     71      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:31:50       1    184     71      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:31:50       2    182     69      -     94     14      0      0      -      -   3615   1531  10423      2      0 
 00:31:50       3    180     66      -     94     14      0      0      -      -   3615   1531  10423      2      0 
 00:32:20       0    161     71      -     97     14      0      0      -      -   3615   1531  10423      2      0 
 00:32:20       1    171     70      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:32:20       2    174     69      -     94     14      0      0      -      -   3615   1531  10423      2      0 
 00:32:20       3    173     66      -     94     15      0      0      -      -   3615   1531  10423      2      0 
 00:32:51       0    129     72      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:32:51       1    146     71      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:32:51       2    153     70      -     94     14      0      0      -      -   3615   1531  10423      2      0 
 00:32:51       3    130     66      -     93     15      0      0      -      -   3615   1531  10423      2      0 
 00:33:21       0    154     72      -     97     13      0      0      -      -   3615   1531  10423      2      0 
 00:33:21       1    142     71      -     97     13      0      0      -      -   3615   1531  10423      2      0 
 00:33:21       2    128     70      -     94     13      0      0      -      -   3615   1531  10423      2      0 
 00:33:21       3    133     66      -     95     13      0      0      -      -   3615   1531  10423      2      0 
 00:33:51       0    178     71      -     70      5      0      0      -      -   3615   1531  10423      2      0 
 00:33:51       1    184     70      -     69     11      0      0      -      -   3615   1531  10423      2      0 
 00:33:51       2    182     69      -     52     11      0      0      -      -   3615   1531  10423      2      0 
 00:33:51       3    180     66      -     77     11      0      0      -      -   3615   1531  10423      2      0 
 00:34:21       0    173     71      -     55      9      0      0      -      -   3615   1531  10423      2      0 
 00:34:21       1    179     70      -     56      7      0      0      -      -   3615   1531  10423      2      0 
 00:34:21       2    179     69      -     52     11      0      0      -      -   3615   1531  10423      2      0 
 00:34:21       3    174     65      -     54      6      0      0      -      -   3615   1531  10423      2      0 
 00:34:51       0    161     71      -     97     12      0      0      -      -   3615   1531  10423      2      0 
 00:34:51       1    167     70      -     97     14      0      0      -      -   3615   1531  10423      2      0 
 00:34:51       2    172     69      -     94     15      0      0      -      -   3615   1531  10423      2      0 
 00:34:51       3    173     66      -     95     12      0      0      -      -   3615   1531  10423      2      0 
 00:35:21       0    183     72      -     97     11      0      0      -      -   3615   1531  10423      2      0 
 00:35:21       1    185     70      -     97     12      0      0      -      -   3615   1531  10423      2      0 
 00:35:21       2    183     69      -     96     12      0      0      -      -   3615   1531  10423      2      0 
 00:35:21       3    180     66      -     93     14      0      0      -      -   3615   1531  10423      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 00:35:51       0    182     71      -     95     14      0      0      -      -   3615   1531  10423      2      0 
 00:35:51       1    185     70      -     97     12      0      0      -      -   3615   1531  10423      2      0 
 00:35:51       2    187     69      -     93     14      0      0      -      -   3615   1531  10423      2      0 
 00:35:51       3    180     66      -     95     12      0      0      -      -   3615   1531  10423      2      0 
 00:36:21       0    118     71      -     98     12      0      0      -      -   3615   1531  10423      2      0 
 00:36:21       1    133     70      -     91     12      0      0      -      -   3615   1531  10423      2      0 
 00:36:21       2    124     68      -     96     11      0      0      -      -   3615   1531  10423      2      0 
 00:36:21       3    109     66      -     88     12      0      0      -      -   3615   1531  10423      2      0 
 00:36:51       0    176     71      -     98     11      0      0      -      -   3615   1531  10423      2      0 
 00:36:51       1    180     70      -     97     14      0      0      -      -   3615   1531  10423      2      0 
 00:36:51       2    182     69      -     95     11      0      0      -      -   3615   1531  10423      2      0 
 00:36:51       3    174     65      -     95     11      0      0      -      -   3615   1531  10423      2      0 
 00:37:21       0    138     71      -     97     12      0      0      -      -   3615   1531  10423      2      0 
 00:37:21       1    118     70      -     81     12      0      0      -      -   3615   1531  10423      2      0 
 00:37:21       2    134     69      -     76     11      0      0      -      -   3615   1531  10423      2      0 
 00:37:21       3    139     66      -     88     12      0      0      -      -   3615   1531  10423      2      0 
 00:37:51       0    139     71      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:37:51       1    149     70      -     98     11      0      0      -      -   3615   1531  10423      2      0 
 00:37:51       2    159     69      -     94     15      0      0      -      -   3615   1531  10423      2      0 
 00:37:51       3    163     66      -     96     11      0      0      -      -   3615   1531  10423      2      0 
 00:38:21       0    182     71      -     98     11      0      0      -      -   3615   1531  10423      2      0 
 00:38:21       1    184     70      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:38:21       2    183     69      -     95     12      0      0      -      -   3615   1531  10423      2      0 
 00:38:21       3    180     66      -     94     14      0      0      -      -   3615   1531  10423      2      0 
 00:38:51       0    180     71      -     48     10      0      0      -      -   3615   1531  10423      2      0 
 00:38:51       1    184     70      -     48      8      0      0      -      -   3615   1531  10423      2      0 
 00:38:51       2    183     69      -     68     11      0      0      -      -   3615   1531  10423      2      0 
 00:38:51       3    181     65      -     43      7      0      0      -      -   3615   1531  10423      2      0 
 00:39:21       0    141     71      -     98     10      0      0      -      -   3615   1531  10423      2      0 
 00:39:21       1    124     70      -     97     11      0      0      -      -   3615   1531  10423      2      0 
 00:39:21       2    128     69      -     94     14      0      0      -      -   3615   1531  10423      2      0 
 00:39:21       3    130     66      -     95     14      0      0      -      -   3615   1531  10423      2      0 
 00:39:51       0    185     72      -     99      9      0      0      -      -   3615   1531  10423      2      0 
 00:39:51       1    186     70      -     97     14      0      0      -      -   3615   1531  10423      2      0 
 00:39:51       2    185     69      -     97      9      0      0      -      -   3615   1531  10423      2      0 
 00:39:51       3    181     66      -     94     14      0      0      -      -   3615   1531  10423      2      0 
 00:40:21       0    126     71      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:40:21       1    127     70      -     98      9      0      0      -      -   3615   1531  10423      2      0 
 00:40:21       2    140     69      -     97      8      0      0      -      -   3615   1531  10423      2      0 
 00:40:21       3    145     65      -     94     12      0      0      -      -   3615   1531  10423      2      0 
 00:40:51       0    124     72      -     98     12      0      0      -      -   3615   1531  10423      2      0 
 00:40:51       1    139     70      -     97     14      0      0      -      -   3615   1531  10423      2      0 
 00:40:51       2    123     69      -     97     10      0      0      -      -   3615   1531  10423      2      0 
 00:40:51       3    109     66      -     94     14      0      0      -      -   3615   1531  10423      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 00:41:21       0    117     72      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:41:21       1    142     70      -     98      8      0      0      -      -   3615   1531  10423      2      0 
 00:41:21       2    144     69      -     93     15      0      0      -      -   3615   1531  10423      2      0 
 00:41:21       3    121     66      -     93     14      0      0      -      -   3615   1531  10423      2      0 
 00:41:51       0    124     71      -     97     12      0      0      -      -   3615   1531  10423      2      0 
 00:41:51       1    134     70      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:41:51       2    156     69      -     95     12      0      0      -      -   3615   1531  10423      2      0 
 00:41:51       3    157     66      -     94     14      0      0      -      -   3615   1531  10423      2      0 
 00:42:21       0    160     71      -     97     13      0      0      -      -   3615   1531  10423      2      0 
 00:42:21       1    144     70      -     95     15      0      0      -      -   3615   1531  10423      2      0 
 00:42:21       2    129     69      -     96     12      0      0      -      -   3615   1531  10423      2      0 
 00:42:21       3    146     66      -     95     13      0      0      -      -   3615   1531  10423      2      0 
 00:42:51       0    126     71      -     98     10      0      0      -      -   3615   1531  10423      2      0 
 00:42:51       1    130     70      -     96     13      0      0      -      -   3615   1531  10423      2      0 
 00:42:51       2    136     69      -     72     11      0      0      -      -   3615   1531  10423      2      0 
 00:42:51       3    117     65      -     88     12      0      0      -      -   3615   1531  10423      2      0 
 00:43:21       0    135     71      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:43:21       1    137     70      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:43:21       2    126     69      -     94     14      0      0      -      -   3615   1531  10423      2      0 
 00:43:21       3    126     66      -     98      9      0      0      -      -   3615   1531  10423      2      0 
 00:43:51       0    127     71      -     97     12      0      0      -      -   3615   1531  10423      2      0 
 00:43:51       1    117     69      -     98      9      0      0      -      -   3615   1531  10423      2      0 
 00:43:51       2    139     69      -     98      6      0      0      -      -   3615   1531  10423      2      0 
 00:43:51       3    110     65      -     94     12      0      0      -      -   3615   1531  10423      2      0 
 00:44:21       0    182     71      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:44:21       1    184     70      -     96     12      0      0      -      -   3615   1531  10423      2      0 
 00:44:21       2    183     69      -     93     14      0      0      -      -   3615   1531  10423      2      0 
 00:44:21       3    179     66      -     94     11      0      0      -      -   3615   1531  10423      2      0 
 00:44:51       0    117     71      -     96     10      0      0      -      -   3615   1531  10423      2      0 
 00:44:51       1    131     70      -     97     12      0      0      -      -   3615   1531  10423      2      0 
 00:44:51       2    147     69      -     98      9      0      0      -      -   3615   1531  10423      2      0 
 00:44:51       3    149     65      -     97      7      0      0      -      -   3615   1531  10423      2      0 
 00:45:21       0    173     72      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:45:21       1    175     70      -     95     14      0      0      -      -   3615   1531  10423      2      0 
 00:45:21       2    176     69      -     92     15      0      0      -      -   3615   1531  10423      2      0 
 00:45:21       3    168     66      -     99      8      0      0      -      -   3615   1531  10423      2      0 
 00:45:51       0    181     71      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:45:51       1    185     70      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:45:51       2    185     69      -     93     14      0      0      -      -   3615   1531  10423      2      0 
 00:45:51       3    180     65      -     96      9      0      0      -      -   3615   1531  10423      2      0 
 00:46:21       0    185     71      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:46:21       1    186     70      -     97     15      0      0      -      -   3615   1531  10423      2      0 
 00:46:21       2    188     69      -     95     13      0      0      -      -   3615   1531  10423      2      0 
 00:46:21       3    181     66      -     94     15      0      0      -      -   3615   1531  10423      2      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 00:46:51       0    181     71      -     99      6      0      0      -      -   3615   1531  10423      2      0 
 00:46:51       1    184     70      -    100      5      0      0      -      -   3615   1531  10423      2      0 
 00:46:51       2    185     69      -     93     11      0      0      -      -   3615   1531  10423      2      0 
 00:46:51       3    179     66      -     95      9      0      0      -      -   3615   1531  10423      2      0 
 00:47:21       0    116     71      -     93     12      0      0      -      -   3615   1531  10423      2      0 
 00:47:21       1    121     70      -     78     12      0      0      -      -   3615   1531  10423      2      0 
 00:47:21       2    149     69      -     69     11      0      0      -      -   3615   1531  10423      2      0 
 00:47:21       3    129     66      -     88     12      0      0      -      -   3615   1531  10423      2      0 
 00:47:51       0    115     71      -     98      9      0      0      -      -   3615   1531  10423      2      0 
 00:47:51       1    133     70      -     98      7      0      0      -      -   3615   1531  10423      2      0 
 00:47:51       2    119     69      -     96     12      0      0      -      -   3615   1531  10423      2      0 
 00:47:51       3    116     66      -     97      6      0      0      -      -   3615   1531  10423      2      0 
 00:48:21       0    184     71      -     95     15      0      0      -      -   3615   1531  10423      2      0 
 00:48:21       1    189     70      -     97     15      0      0      -      -   3615   1531  10423      2      0 
 00:48:21       2    188     69      -     92     15      0      0      -      -   3615   1531  10423      2      0 
 00:48:21       3    182     66      -     93     14      0      0      -      -   3615   1531  10423      2      0 
 00:48:51       0    156     71      -     97     13      0      0      -      -   3615   1531  10423      2      0 
 00:48:51       1    136     70      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:48:51       2    136     69      -     97      9      0      0      -      -   3615   1531  10423      2      0 
 00:48:51       3    151     66      -     94     15      0      0      -      -   3615   1531  10423      2      0 
 00:49:21       0    122     71      -    100      4      0      0      -      -   3615   1531  10423      2      0 
 00:49:21       1    124     70      -     98     10      0      0      -      -   3615   1531  10423      2      0 
 00:49:21       2    133     69      -     96     12      0      0      -      -   3615   1531  10423      2      0 
 00:49:21       3    114     65      -     99      7      0      0      -      -   3615   1531  10423      2      0 
 00:49:51       0    124     71      -     96     14      0      0      -      -   3615   1531  10423      2      0 
 00:49:51       1    110     70      -     98      9      0      0      -      -   3615   1531  10423      2      0 
 00:49:51       2    137     69      -     95     12      0      0      -      -   3615   1531  10423      2      0 
 00:49:51       3    137     66      -     98      8      0      0      -      -   3615   1531  10423      2      0 
 00:50:21       0    182     71      -     96     15      0      0      -      -   3615   1531  10423      2      0 
 00:50:21       1    185     70      -     96      9      0      0      -      -   3615   1531  10423      2      0 
 00:50:21       2    186     69      -     92     13      0      0      -      -   3615   1531  10423      2      0 
 00:50:21       3    180     66      -     92     14      0      0      -      -   3615   1531  10423      2      0 
 00:50:51       0     64     66      -      0      0      0      0      -      -   3615   1531      0      2      0 
